row_id	dict	wrong	right	wrong_entry_text	right_entry_text
001	SHS	BUnaya	BUmaya	{#BUnaya#}¦ mfn. ({#-yaH-yI-yaM#}) Made of or consisting the earth. f. ({#-yI#}) A name of Chāyā or shadow personified, the wife of the sun. E. {#BU#} earth, and {#mayaw#} aff.	[no separate entry under this headword]
002	SHS	BadraballI	BadravallI	{#BadraballI#}¦ f. ({#-llI#}) 1. Arabian jasmine, (Jasminum zambac.) 2. The large Bengal creeper, (Gærtnera, racemosa.) E. {#Badra#} lucky, {#vallI#} a creeper.	[no separate entry under this headword]
003	SHS	SilAbalkA	SilAvalkA	{#SilAbalkA#}¦ f. ({#-lkA#}) A medicinal substance said to be of cooling and lithonthriptic properties, commonly termed Silabāk; a sort of lichen or moss. E. {#SilA#} a stone or rock, and {#valka#} bark; also termed {#SilAvalkala, SilAtvac .#}	[no separate entry under this headword]
004	SHS	akASadIpa	AkASadIpa	{#akASadIpa#}¦ m. ({#-paH#}) 1. A lamp or torch lighted in honour of LAKṢMĪ or VIṢṆU, and elevated on a pole in the open air at the Dewali festival, in the month Kartik. 2. A beacon, a lantern on a pole. E. {#AkASa#} and {#dIpa#} a lamp; also {#AkASapradIpaH#}.	[no separate entry under this headword]
005	SHS	diDizupati	diDizUpati	{#diDizupati#}¦ m. ({#-tiH#}) The husband of a woman remarried. E. {#diDizU#} as above, and {#pati#} a husband.	[no separate entry under this headword]
006	SHS	ditisUta	ditisuta	{#ditisUta#}¦ m. ({#-taH#}) 1. Titan or giant. E. {#diti#} as above, and {#suta#} a son.	[no separate entry under this headword]
007	SHS	divaspfTibI	divaspfTivI	{#divaspfTibI#}¦ f. du. ({#-vyO#}) Heaven and earth. E. {#diva#} heaven, and {#pfTivI#} earth, {#sa#} inserted for the sake of euphony.	[no separate entry under this headword]
008	SHS	drabaja	dravaja	{#drabaja#}¦ m. ({#-jaH#}) Treacle. E. {#drava#}, and {#ja#} born. {#dravAt jAyate jana-qa .#}	[no separate entry under this headword]
009	SHS	hastisuRqA	hastiSuRqA	{#hastisuRqA#}¦ f. ({#-RqA#} or {#-RqI#}) 1. An elephant's trunk. 2. A flower, (Heliotropium Indicum.) E. {#hastin#} an elephant, {#SuRqA#} the trunk.	[no separate entry under this headword]
010	SHS	jAmbabat	jAmbavat	{#jAmbabat#}¦ m. ({#-vAn#}) A fabulous bear, father-in-law to KṚṢṆA. E. {#jAmba#} the Jambu tree, and {#matup#} affix; also {#jAmbuvat#}.	[no separate entry under this headword]
011	SHS	jAmbunadamaya	jAmbUnadamaya	{#jAmbunadamaya#}¦ mfn. ({#-yaH-yI-yaM#}) Golden, made of gold. E. {#jAmbUnada#} and {#mayaw#} aff.	[no separate entry under this headword]
012	SHS	jalarupa	jalarUpa	{#jalarupa#}¦ m. ({#-paH#}) The fish of KĀMADEVA. E. {#jala#}, and {#rUpa#} form. {#jalasya rUzam#} {#iva rUpam asya SuBratvAt . makare .#}	[no separate entry under this headword]
013	SHS	kARqapfzwa	kARqapfzWa	[NO ENTRY FOUND under this headword in the current source]	{#kARqapfzWa#}¦ mfn. ({#-zWaH-zWA-zWaM#}) Of the military profession, a soldier. m. ({#-zWaH#}) 1. The husband of a Vaiśya female. 2. An adopted or any other than the natural son. n. ({#-zWaM#}) The bow of {{KAMA->KĀMA||20260617|Scott Rhodes|https://github.com/sanskrit-lexicon/csl-corrections/issues/264|}}. E. {#kARqa#} an arrow, and {#pfzWa#} the back: see {#kARqaspfzwa#}.
014	SHS	kAlyaRineya	kAlyARineya	{#kAlyaRineya#}¦ mfn. ({#-yaH-yI-yaM#}) Sprung from a virtuous or fortunate woman. E. {#kalyARI#}, and {#Qak#} affix, {#inaYa#} inserted.	[no separate entry under this headword]
015	SHS	kAzwakuddAla	kAzWakuddAla	{#kAzwakuddAla#}¦ m. ({#-laH#}) A kind of wooden shovel or scraper used for baling water out of a boat. or for scraping and cleaning its bottom, &c. E. {#kAzWa#} wood, and {#kuddAla#} shovel; also with the first vowel long {#kUddAla, kAzWakUddAla#}.	[no separate entry under this headword]
016	SHS	klItakika	klItakikA	{#klItakika#}¦ f. ({#-kA#}) The indigo plant, (Indigofera Indica.) E. {#krItaka#} traffic, {#kan#} pleonastic, the fem. form; {#ra#} is changed to {#la#}.	[no separate entry under this headword]
017	SHS	kzIraballI	kzIravallI	{#kzIraballI#}¦ f. ({#-llI#}) The dark Bhuincaonra, (Convolvulus paniculatus) E. {#kzIra#} water, and {#vallI#} pedicle: see {#kzIrakandA#}.	[no separate entry under this headword]
018	SHS	laGizwa	laGizWa	{#laGizwa#}¦ mfn. ({#-zWaH-zWA-zWaM#}) 1. Lightest, very light. 2. Very small, least. E. {#laGa#} light, {#izWan#} aff. of the irr. superlative.	[no separate entry under this headword]
019	SHS	maYjarinamra	maYjarInamra	{#maYjarinamra#}¦ m. ({#-mraH#}) The Vetasa plant.	[no separate entry under this headword]
020	SHS	murali	muralI	{#murali#}¦ f. ({#-lI#}) A flute, a pipe. E. {#mura#} surrounding, {#lA#} to get or have, affs. {#ka#} and {#NIz .#}	[no separate entry under this headword]
021	SHS	natyuha	natyUha	{#natyuha#}¦ m. ({#-haH#}) A gallinule.	[no separate entry under this headword]
022	SHS	navakArika	navakArikA	{#navakArika#}¦ f. ({#-kA#}) 1. A bride, a woman newly married. 2. A new com- ment. E. {#nava#} new, and {#kArikA#} agent.	[no separate entry under this headword]
023	SHS	ninittakAla	nimittakAla	{#ninittakAla#}¦ m. ({#-laH#}) Any given or specific time. E. {#nimitta#}, and {#kAla#} time.	[no separate entry under this headword]
024	SHS	nyaNkuBUrUha	nyaNkuBUruha	{#nyaNkuBUrUha#}¦ m. ({#-haH#}) A tree, (Cassia fistula.) E. {#nyaNku#} a deer, and {#BUruha#} a tree. {#SyonAkavfkze .#}	[no separate entry under this headword]
025	SHS	pAniyavarRikA	pAnIyavarRikA	{#pAniyavarRikA#}¦ f. ({#-kA#}) Sand. {#pAnIyamiva varRavati-varRi-Rvul .#}	[no separate entry under this headword]
026	SHS	paNKagrAha	paNkagrAha	{#paNKagrAha#}¦ m. ({#-haH#}) The makara, a marine monster. E. {#paNka#} mud, and {#grAha#} a shark.	[no separate entry under this headword]
027	SHS	padazwIva	padazWIva	{#padazwIva#}¦ n. ({#-vaM#}) The feet and knees. E. {#pad#} a foot, and {#azWIvat#} the knee, deriv. irr.	[no separate entry under this headword]
028	SHS	pitfrupa	pitfrUpa	{#pitfrupa#}¦ m. ({#-paH#}) An epithet of SĪVA.	[no separate entry under this headword]
029	SHS	pratipaTan	pratipaTam	{#pratipaTan#}¦ Ind. Along the road.	[no separate entry under this headword]
030	SHS	pratyupaveza	pratyupaveSa	{#pratyupaveza#}¦ m. ({#-zaH#}) Besetting any one in order to bring him to compliance.	[no separate entry under this headword]
031	SHS	purUzadantikA	puruzadantikA	{#purUzadantikA#}¦ f. ({#-kA#}) A medicinal root; see {#medA#}.	[no separate entry under this headword]
032	SHS	saptAtitama	saptatitama	{#saptAtitama#}¦ mfn. ({#-maH-mA-maM#}) The seventieth.	[no separate entry under this headword]
033	SHS	svarRabalkala	svarRavalkala	{#svarRabalkala#}¦ m. ({#-laH#}) A plant, (Bignonia Indica.) E. {#svarRa#} gold, {#valkala#} bark.	[no separate entry under this headword]
034	SHS	vAcanIka	vAcanika	{#vAcanIka#}¦ mfn. ({#-kaH-kI-kaM#}) 1. Verbal. 2. Textual. E. {#vacana#} and {#Wak#} aff.	[no separate entry under this headword]
035	SHS	vArttayana	vArttAyana	{#vArttayana#}¦ m. ({#-naH#}) A spy, an emissary, an agent, an ambassador, an intelligencer, a news-monger. E. {#vArttA#} news, {#ayana#} going.	[no separate entry under this headword]
036	SHS	viSamaSIla	vizamaSIla	{#viSamaSIla#}¦ mfn. ({#-laH-lA-laM#}) 1. Uneven. 2. Uneasy. E. {#vizama, SIla#} having.	[no separate entry under this headword]
037	SHS	zuh	suh	{#zuh#}¦ r. 4th cl. ({#suhyati#}) 1. To bear, to endure. 2. To be content or satisfied. 3. To be able.	[no separate entry under this headword]
038	YAT	AkzadyUta	akzadyUta	{#Akza-dyUta#}¦ {#(taH)#} 1. {%m.%} Gambling.	{#akza-dyUta#}¦ {#(taH)#} 1. {%m. Idem.%}
039	YAT	AparAhnika	AparAhRika	{#AparA_hnika#}¦ {#(kaH-kI-kaM)#} {%a.%} Of the afternoon, after mid-day.	[no separate entry under this headword]
040	YAT	RaB	naB	{#RaB#}¦ {#(Ya, ya, ga) naBati, te#} 1. {%c.%} {#naByati#} 4. {%a.%} {#naBnAti#} 9. {%a.%} To kill, to die.	[no separate entry under this headword]
041	YAT	RiS	niS	{#RiS#}¦ {#neSati#} 1. {%a.%} To meditate pro- foundly, or abstractedly.	{#niS#}¦ {#(niw)#} 5. {%f.%} Night.
042	YAT	Rij	nij	{#Rij#}¦ {#(la, i) niMkte#} 2. {%d.%} To cleanse with; {#(li, O, ira) nenekti#} to che- rish; {#nenikte#} 3. {%c.%} To purify.	[no separate entry under this headword]
043	YAT	aSanayA	aSanAyA	{#aSanayA#}¦ {#(yA)#} 1. {%f.%} Hunger.	[no separate entry under this headword]
044	YAT	ambukfta	ambUkfta	{#ambu-kfta#}¦ {#(taH-tA-taM)#} {%par.%} Sputtered.	[no separate entry under this headword]
045	YAT	arsasa	arSasa	{#arsasa#}¦ {#(saH)#} {%m.%} Hoemorrhoids.	{#arSasa#}¦ {#(saH-sA-saM)#} {%a.%} Having the piles.
046	YAT	asaMSakta	asaMsakta	{#a-saMSakta#}¦ {#(ktaH-ktA-ktaM)#} {%a.%} Indifferent.	[no separate entry under this headword]
047	YAT	avasfzWa	avasfzwa	{#ava-sfzWa#}¦ {#(zwaH-zwA-zwaM)#} {%p.%} Removed, dismissed.	[no separate entry under this headword]
048	YAT	cInapizWa	cInapizwa	{#cIna-pizWa#}¦ {#(zWaH)#} 1. {%m.%} Lead, red-lead.	[no separate entry under this headword]
049	YAT	drAvana	drAvaRa	{#drAvana#}¦ {#(naM)#} 1. {%n.%} The clearing nut; caus- ing to fly; fusing, distilling.	[no separate entry under this headword]
050	YAT	duzwu	duzWu	{#duzwu#}¦ {#(zwuH-zwuH-zwu)#} {%a.%} Ill; improper.	[no separate entry under this headword]
051	YAT	gaDABft	gadABft	{#gaDABft#}¦ {#(t)#} 5. {%m. Viṣṇu.%}	{#gadA-Bft#}¦ {#(t)#} 5. {%m. Idem.%}
052	YAT	hantAkAra	hantakAra	{#hantA-kAra#}¦ {#(raH)#} 1. {%m.%} Rice to be given to a guest.	[no separate entry under this headword]
053	YAT	lakzmIpala	lakzmIPala	{#lakzmI-pala#}¦ {#(laH)#} 1. {%m.%} Ægle marmelos.	[no separate entry under this headword]
054	YAT	mahAmayA	mahAmAyA	{#mahA-mayA#}¦ {#(yA)#} 1. {%f. Durgā;%} illusion.	[no separate entry under this headword]
055	YAT	mayAvin	mAyAvin	{#mayAvin#}¦ {#(vI)#} 5. {%m.%} A cheat.	{#mAyA-vin#}¦ {#(vI)#} 5. {%m.%} A juggler.
056	YAT	pAradfzvan	pAradfSvan	{#pAra-dfzvan#}¦ {#(zvA-zvA-zva)#} {%a.%} Longsighted.	[no separate entry under this headword]
057	YAT	pakzipARIyaSAlikA	pakzipAnIyaSAlikA	{#pakzi-pARIya-SAlikA#}¦ {#(kA)#} 1. {%f.%} A trough for watering beasts, &c.	[no separate entry under this headword]
058	YAT	prAkPAlguRa	prAkPAlguna	{#prAk-PAlguRa#}¦ {#(RaH)#} 1. {%m. Idem.%}	[no separate entry under this headword]
059	YAT	prAyopavizWa	prAyopavizwa	{#prAyopavizWa#}¦ {#(zwaH-zwA-zwaM)#} {%a.%} Fasting to death.	[no separate entry under this headword]
060	YAT	pratisidDa	pratizidDa	{#prati-sidDa#}¦ {#(dDaH-dDA-dDaM)#} {%a.%} Prohibited.	{#prati-zidDa#}¦ {#(dDaH-dDA-dDaM)#} {%a.%} Forbidden, prohibited, unlawful.
061	YAT	saNGati	saNgati	{#saNGati#}¦ {#(tiH)#} 2. {%f.%} A collecting.	{#sa-Ngati#}¦ {#(tiH)#} 2. {%f.%} Meeting; mix- ture; practicability; intercourse; conversancy, knowledge, search after information.
062	YAT	vESizWya	vESizwya	{#vESizWya#}¦ {#(zWyaM)#} 1. {%n.%} Being possessed of; distinction.	[no separate entry under this headword]
063	YAT	vizwABU	vizWABU	{#vizwABU#}¦ {#(BUH-Bu)#} {%a.%} Born in filth.	{#vizWABU#}¦ {%a.%} Born in filth.
064	YAT	zazWihAyana	zazwihAyana	{#zazWi-hAyana#}¦ {#(naH)#} 1. {%m. Idem.%}	[no separate entry under this headword]
065	ACC	EtareyavrAhmaRa	EtareyabrAhmaRa	{#EtareyavrAhmaRa#}¦ AK 33 (Aṣṭaka 1--3). 34 (Aṣṭaka 3). AS p. 33 (4 MSS.). Bd. 51. IL (a short fragment of 3, 23 ff.). Lz. 20--31. Peters. 5, 37--39 (Pañcikā 5--7). <HI1>C. by Sāyaṇa. AS p. 33. BC 236. 237. Peters. 6, 6 (A. 1--5).	{#EtareyabrAhmaRa#}¦ IO. 310. 697. 1270. 1465. 1721. 1977. 2132. 2381. W. p. 20. Oxf. 382^a. 384^a. Paris (D 140. 197. 198). L. 768. Khn. 4. K. 2. B. 1, 32. 34. Ben. 3. Bik. 46--53. Rādh 1. Haug 13. NW. 26. Burnell 4^a. Bh. 4. Bhk. 5. Poona 1. Oppert 1503. 1670. 1671. 3766. 3868. II, 5482. 6887. 7508. Rice 6. Peters. 1, 113. 2, 167. <HI1><symbol n="C.">C.</symbol> Oppert 1504. 1505. [Page1-075-b+ 49] <HI1><symbol n="C.">C.</symbol> by Govindasvāmin. Quoted in Mādhavīyadhā- tuvṛtti. <HI1><symbol n="C.">C.</symbol> by Sāyaṇa. IO. 1355 (eighth pañcikā). 1836. 1836 A. 2991. L. 1801. Khn. 4. K. 2. B. 1, 34. Ben. 1. Haug 27. 54. Oudh XIII, 6. NP. II, 6. V, 42. Burnell 4^b. Poona 2. Oppert 1672. 7869. II, 1242. 6213. 6219. Peters. 2, 168. ||| {#EtareyabrAhmaRa#}¦ {%read%} Oppert I, 7868 instead of 3868. <HI1><symbol n="C.">C.</symbol> by Sāyaṇa. {%read%} NP. V, 142. ||| {#EtareyabrAhmaRa#}¦ Cs. 81 (Pañcikā 4. 5). CU. add. 1046. Stein 4. <HI1><symbol n="C.">C.</symbol> by Sāyaṇa. Cs. 81 (Pañcikā 4. 5). 82 (P. 3, to the end of the third adhyāya). 83 (P. 2). 84 (P. 3). 85 (P. 4). 86 (P. 5). 87 (P. 6). 88 (P. 7). 89 (P. 8). Stein 4 (Pañcikā 1--3).
066	ACC	QuRqi	QuRQi	{#QuRqi#}¦ Mahārāja, patron of Viśvanātha (Dhuṇḍhipratāpa). [Page1-215-a+ 48]	{#QuRQi#}¦ <HI1>Jātakapaddhati. Burnell 78^a. ||| {#QuRQi#}¦ <HI1>Māṃsādinirṇaya. Bhr. 603. ||| {#QuRQi#}¦ {%read%} Māsādinirṇaya.
067	ACC	SAkawayanavyAkaraRa	SAkawAyanavyAkaraRa	{#SAkawayanavyAkaraRa#}¦ the grammar of the pseudo Śāka- ṭāyana. Gov. Or. Libr. Madras 95. <HI1><symbol n="C.">C.</symbol> Prakriyāsaṃgraha by Abhayacandra. ibid. This is probably a popular arrangement of Śāka- ṭāyana's grammar after the pattern of the Prakriyāḥ. <HI1><symbol n="C.">C.</symbol> Cintāmaṇi by Yakṣavarman. Bhau Dāji 114. Gov. Or. Libr. Madras 27. 93.	{#SAkawAyanavyAkaraRa#}¦ by Abhinavaśākaṭāyana, a grammar set up by the Jaina community in opposition to the orthodox Aṣṭādhyāyī. Mack. 160. Taylor 1, 95. 348. 349. 353. Oppert II, 328. 4984. Rice 24. Bühler 544 (and <symbol n="C.">C.</symbol>). <HI1><symbol n="C.">C.</symbol> Amoghavṛtti. Rice 306. Quoted in Mādha- vīyadhātuvṛtti. <HI1><symbol n="C.">C.</symbol> Prakriyāsaṃgraha by Abhayacandrasiddhānta Sūri. Rice 308. Bühler 544. <HI1><symbol n="C.">C.</symbol> Cintāmaṇi by Yakṣavarman. Mack. 160. Rice 308. W. 1638 (fr.). Bühler 544. <HI1><symbol n="CC.">CC.</symbol> Maṇiprakāśikā by Ajitasena. Rice 308. <HI1><symbol n="CC.">CC.</symbol> Cintāmaṇipratipada by Muṅgarasa. Rice 308. <HI1><symbol n="CC.">CC.</symbol> by Samantabhadra. Rice 308. <HI1><symbol n="C.">C.</symbol> Śākaṭāyanasūtranyāsa. Rice 308. Quoted in Mādhavīyadhātuvṛtti. <HI1>See besides Uṇādisūtra, Dhātupāṭha, Paribhāṣāḥ, Ṣaṭsūtra. ||| {#SAkawAyanavyAkaraRa#}¦ by Abhinavaśākaṭāyana. BC 294. 405 (and C.). 454 (Paribhāṣāsūtra, Gaṇapāṭha, Uṇādi- sūtra, Liṅgānuśāsana). <HI1>C. Amoghavṛtti. Śg. 2, 71 p. 169. <HI1>C. Prakriyāsaṃgraha by Abhayacandrasiddhānta- sūri. BC 406.
068	ACC	SakawAyanasmfti	SAkawAyanasmfti	{#SakawAyanasmfti#}¦ Quoted by Devaṇṇa in Smṛticandrikā.	{#SAkawAyanasmfti#}¦ Quoted in Pravarādhyāya W. p. 62 (the same passage in Nirṇayasindhu), by Hemādri in Pari- śeṣakhaṇḍa p. 215, by Nīlakaṇṭha in Śrāddhama- yūkha (same passage as in H.), by Tirpilisūri W. p. 313.
069	ACC	SatapaTavrAhmaRa	SatapaTabrAhmaRa	{#SatapaTavrAhmaRa#}¦ Vs. Mādhyaṃdina Śākhā, as far as stated. IO. 268. 311. 583 A. 964. 1263. 1277. 1379. 1471. 2143. W. p. 42--45. Oxf. 364. 376^b. 377^a. 378^b. 382^b. 383^a. 385^a. 395^b. Paris (D 144. 145. 147 --49. 159. 160--63. 173. 195). L. 855 (Aṣṭā- dhyāyī). Khn. 4. Kh. 57. B. 1, 36. 38. Ben. 6. 9. Bik. 58--69. Tüb. 15 (III. IV). Rādh 2. NW. [Page1-631-a+ 46] 16. Oudh IV, 1. Burnell 9^a. P. 5. Bhk. 5 (XIV). 6 (XIV). Bhr. 17--23. 496--501. Bonn 121--23. Vienna 16. Oppert II, 2859. 4181. 6963. 7915. 8693. 9847. 10364. Rice 6. W. 1464--70. Peters. 3, 386 (fr.). BP. 285 (fr.). <HI1>Kāṇvaśākhā. IO. 1560 (Ekapādikā). Oxf. 395^a. Paris (D 167--72. 180--87). Ben. 9. Bik. 73 (fr.). <HI1><symbol n="C.">C.</symbol> B. 1, 38. Oppert II, 4975. <HI1><symbol n="C.">C.</symbol> by Kavīndrācārya Sarasvatī. Bik. 71 (fr.). <HI1><symbol n="C.">C.</symbol> by Sāyaṇa. (All MSS. fragmentary). IO. 149. 613. 657. 1071. 1509. Oxf. 361. 388^b. L. 1250. Khn. 4. Kh. 82. Ben. 6. Bik. 69 --73 (most complete). NP. V, 144. W. 1472--76. <HI1><symbol n="C.">C.</symbol> by Harisvāmin or correctly Hariharasvāmin (All MSS. incomplete). IO. 149. 657. Oxf. 361^a. Khn. 4. Kh. 82. 83. Ben. 6. W. 1477--81. <HI1>Śatapathabrāhmaṇakāṇḍādhyāyānukramaṇī in the Kāṇvaśākhā. NP. V, 60. <HI1>Śatapathabrāhmaṇasamānakaṇḍikānta. W. 1471 (title made by myself). <HI1>Śatapathabrāhmaṇānuvākasaṃkhyā by Dāmodara L. 2537. NW. 24.	{#SatapaTabrAhmaRa#}¦ Vs. Mādhyaṃdina Śākhā. Cs. 95--122. 124--134. 551 (Pravargya fr.). 552 (do). 555--88. (2--13). CU. add. 2081 (12). 2082 (7). 2470 (a small portion of 2). 2533 (fragments of 6. 10. 12). 2535 (9). 2537 (12). GB. 13 (13 fr.). Gov. Or. Libr. Madras 92. Oudh XX, 8. XXII, 42. 44. Peters. 4, 4 (fr.). Rgb. 26 (fr.). 27 (fr.). Stein 7--9. <HI1>Kāṇvaśākhā. Cs. 135 (Pravargya). 547 (Pravargya). inc. 589 (Pravargya). inc. <HI1><symbol n="C.">C.</symbol> by Sāyaṇa. Cs. 123 (10). CU. add. 1723--25 (10. 8. 6). Oudh XX, 8. Stein 9 (1--3. 5--11). <HI1><symbol n="C.">C.</symbol> by Harisvāmin. Stein 9 (1). ||| {#SatapaTabrAhmaRa#}¦ Ulwar 123. ||| {#SatapaTabrAhmaRa#}¦ Bd. 46 (inc.). Name not stated. <P>1) Haviryajña. Bd. 42--45. Lz. 51 (1, 1, 3 till 9, 3, 21). 52 (till 1, 6, 3, 41). Peters. 5, 58.--Eka- pādikā. Bd. 42--45. Peters. 5, 59. --3) Adhvara. Bd. 42--45. Peters. 5, 60.--4) Graha. AS p. 193 (2 MSS.). Bd. 42--44. 45 (inc.). --5) Sava. Bd. 45 (inc.). Peters. 5, 61. --6) Ukhāsambharaṇa. Peters. 5, 62. --7) Hastighaṭa wanting. 8) Citi. Peters. 5, 63. --9) Saṃciti. Peters. 5, 64. -- 10) Agnirahasya. Peters. 5, 65. C. by Sāyaṇa. Peters. 6, 1.--11) Aṣṭādhyāyī. AS p. 193 (2 MSS.). --12) Madhyama. Peters. 5, 66. 13) Aśvamedha. AS p. 193. Peters. 5, 67. --14) Āraṇyaka. Lz. 53 (14, 1, 1, 6 up to the end). 54 (from the beginning to the end of the second Prapāṭhaka). Peters. 5, 68. 69 (inc.). <P>{%Kāṇvaśākhā.%} (All the MSS. from AS p. 193). 1) Ekapādikā. 2) Havyakāṇḍa. 3) Uddhāri. 4) Adhvara. 5) Graha. 6) Vājapeya. 7) Rājasūya. 8) Ukhāsam- bharaṇa. 9) Hastighaṭa. 10) Citi (2 MSS., the second inc.). 11) Saṃciti (2 MSS., the second inc.). 12) Agni- rahasya. 13) Aṣṭādhyāyī, called Uddālakakhaṇḍa. [Page3-131-b+ 47] 14) Madhyama (2 MSS.). 15) Aśvamedha. --Khila- khaṇḍa a part of the Bṛhadāraṇyaka. <HI1>C. Vedārthadīpikā by Anantācārya (only on Aṣṭā- dhyāyī). AS p. 193.
070	ACC	SravaRadvAdaSIvratakalpa	SrAvaRadvAdaSIvratakalpa	{#SravaRadvAdaSIvratakalpa#}¦ Gov. Or. Libr. Madras 99.	{#SrAvaRadvAdaSIvratakalpa#}¦ Taylor 1, 415. <HI>--from the Bhaviṣyottarapurāṇa. Taylor 1, 29.
071	ACC	bfhannArayaRopanizad	bfhannArAyaRopanizad	{#bfhannArayaRopanizad#}¦ AS p. 120 (2 MSS.). Lz. 116, 2.	{#bfhannArAyaRopanizad#}¦ See Mahānārāyaṇopaniṣad. ||| {{Lbody=17170}}
072	ACC	dakziRamUrtisaMhitA	dakziRAmUrtisaMhitA	{#dakziRamUrtisaMhitA#}¦ tantr. Ulwar 2164. Extr. 629.	{#dakziRAmUrtisaMhitA#}¦ NP. III, 68. VI, 52. Mysore 4. Bhr. 389. Oppert 7060. Peters. 3, 399. Quoted in Tantrasāra Oxf. 95^a, by Gaurīkānta Oxf. 109^b, by Raghunandana in Dīkṣātattva. ||| {#dakziRAmUrtisaMhitA#}¦ Mentioned in Āgamatattvavilāsa. ||| {#dakziRAmUrtisaMhitA#}¦ tantr. Bhau Dāji 48. IO. 1192. Oudh XX, 248. XXII, 128. Stein 231.
073	ACC	gAyatrIBAsya	gAyatrIBAzya	{#gAyatrIBAsya#}¦ Oxf. 296^b. B. 1, 12. Taylor 1, 282. Oppert II, 6254. <HI>--by Śaṅkarācārya. B. 4, 50. BA. 16.	{#gAyatrIBAzya#}¦ or {#saMDyABAzya#} P. 19. ||| {{Lbody=27080}} ||| {#gAyatrIBAzya#}¦ by Sāyaṇa. Stein 221.
074	ACC	jEminIyanyAyamAlAvistAra	jEminIyanyAyamAlAvistara	{#jEminIyanyAyamAlAvistAra#}¦ by Someśvara (?). Ben. 90.	{#jEminIyanyAyamAlAvistara#}¦ called also {#nyAyamAlAvistara#} or {#aDikaraRaratnamAlA#} and in the South {#BAwwasAra#} a <symbol n="C.">C.</symbol> on the Mīmāṃsāsūtra, by Mādhavācārya. IO. 204. 1321. 1841. Oxf. 220. Hall p. 186. Khn. 60. K. 108. Ben. 88. 89. 92--99. 102--105. 107--16. 119--21. 123--25. 127. 128. Tüb. 12. Rādh 16. Oudh 1876, 16. IV, 5. X, 18. XVI, 120. Bur- nell 85^a. Poona II, 214. 260. 261. Oppert 462. 582. 1292. 2329. 4023. 5282. 5358. 6340. 7955. II, 147. 751. 1070. 1163. 1227. 1346. 1450. 1522. 1533. 2448. 4222. 4458. 4603. 6448. 6531. 6982. 7273. 7475. 7614. 7672. 9411. 9461. 9903. Rice 124. 126. 132. BP. 265. <HI1>Bhāṭṭasārakārikā. Oppert 3332. 4232. ||| {#jEminIyanyAyamAlAvistara#}¦ {%read%} Oudh IV, 15. ||| {#jEminIyanyAyamAlAvistara#}¦ by Mādhavācārya. Oudh XX, 224. XXI, 140. Peters. 4, 23. Rgb. 572. 583. Stein 111 (1--4).
